ConstituentID,DisplayName,candidats_scores_wikidata,date_naissance,Lieu_naissance,date_mort,Lieu_mort,Roles 1,Roles 2,Roles 3,Roles 4,Roles 5,Nationalite 1,Nationalite 2,Nationalite 3,Nationalite 4,Nationalite 5,Domaines_activite 1,Domaines_activite 2,Domaines_activite 3,Domaines_activite 4,Domaines_activite 5
100180,F. Epstein,"{candidats : [('Q105395772', 62.4444444444), ('Q2001058', 52.6666666667), ('Q112479100', 50.1111111111), ('Q56925406', 30.0)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100206,S. Eser,"{candidats : [('Q61160818', 33.3333333333)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
99159,Alphonse Verneau,,,,,,,,,,,France,,,,,architecture,,,,
99184,R. Vetter,"{candidats : [('Q1733247', 61.5555555556), ('Q1599129', 53.7777777778), ('Q88849797', 49.4444444444), ('Q96000034', 44.4444444444), ('Q131717503', 38.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
99230,Antoine Jules Vignol,"{candidats : [('Q117121565', 38.4615384615)]}",1823,Paris,,,,,,,,France,,,,,architecture,,,,
99264,Jean Emile Victor Lacombe,,,,,,,,,,,France,,,,,architecture,,,,
100271,Max Fraenkel,"{candidats : [('Q1912506', 71.4285714286), ('Q1912535', 71.4285714286), ('Q104542901', 59.2857142857)]}",,,,,,,,,,,,,,,architecture,,,,
100297,Arthur Felix Fritsche,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100382,W. Götte,"{candidats : [('Q73476', 50.0), ('Q57777338', 48.6666666667), ('Q117267573', 35.5555555556)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100404,Carl von Hasenauer,"{candidats : [('Q84541', 88.2352941176)]}",1833,Vienne,1894,Vienne,,,,,,Autriche,,,,,architecture,,,,
100448,Heim & Früh,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100455,Heinrich,"{candidats : [('Q42747', 70.6666666667), ('Q15814735', 70.4444444444), ('Q76480', 69.7777777778), ('Q78792', 69.3333333333), ('Q498211', 68.7777777778), ('Q602549', 68.7777777778), ('Q214949', 66.1111111111), ('Q44403', 64.4444444444), ('Q50993', 64.4444444444), ('Q68360', 63.8888888889), ('Q213739', 63.6666666667), ('Q75828', 62.8888888889), ('Q215466', 62.7777777778), ('Q1597094', 62.7777777778), ('Q4096101', 61.8888888889), ('Q60141', 61.1111111111), ('Q41257', 59.6666666667), ('Q527201', 59.1111111111), ('Q112261', 58.4444444444), ('Q57106', 58.0), ('Q1558372', 57.1111111111), ('Q64566', 56.6666666667), ('Q155013', 56.6666666667), ('Q2582', 55.4444444444), ('Q58053', 55.2222222222)]}",,,,,,,,,,France,,,,,architecture,,,,
100490,Woldemar Herrmann,,,,,,,,,,,Allemagne,,,,,architecture,,,,
99323,Jean Voisin,"{candidats : [('Q55233962', 81.0), ('Q65606221', 67.2222222222), ('Q49271217', 66.1111111111), ('Q65606224', 66.1111111111), ('Q131733800', 66.1111111111), ('Q1680616', 64.4444444444), ('Q117375770', 62.7777777778), ('Q39754966', 61.6666666667), ('Q65606215', 61.6666666667), ('Q3170051', 59.4444444444), ('Q104245022', 56.1111111111), ('Q516530', 54.2222222222), ('Q12792251', 52.7777777778), ('Q19414231', 52.4444444444), ('Q1303613', 48.3333333333), ('Q63441912', 42.2222222222), ('Q65684452', 39.4444444444), ('Q116003435', 30.0), ('Q75750557', 24.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
99365,Edouard Warin,"{candidats : [('Q62572764', 64.7058823529)]}",1837,Epernay,1911,Rioux-Martin,,,,,,France,,,,,architecture,,,,
100499,W. Hessling,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100506,Hild,"{candidats : [('Q257500', 71.4285714286), ('Q2671432', 71.4285714286), ('Q4094', 63.5714285714), ('Q4953946', 62.1428571429), ('Q56396904', 57.1428571429), ('Q125490624', 57.1428571429), ('Q77549', 57.0), ('Q2656391', 56.1428571429), ('Q636117', 52.1428571429), ('Q5761759', 52.1428571429), ('Q3185', 47.8571428571), ('Q16106289', 47.8571428571), ('Q168267', 46.2857142857), ('Q100742', 45.5714285714), ('Q234410', 44.2857142857), ('Q98435688', 44.2857142857), ('Q105512811', 44.2857142857), ('Q114573334', 44.2857142857), ('Q1618426', 42.5714285714), ('Q2326919', 42.0), ('Q215201', 40.8571428571), ('Q5978', 40.7142857143), ('Q70991', 40.7142857143), ('Q1036373', 40.7142857143), ('Q1036379', 40.7142857143)]}",,,,,,,,,,,,,,,architecture,,,,
100584,Friedrich Oskar Hossfeld,"{candidats : [('Q11800455', 76.0)]}",1848,inconnu,1915,Bad Wildungen,,,,,,Allemagne,,,,,architecture,,,,
100590,Josef Houzer,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100600,Emile Rudolf Janda,,1855,Leipa,1915,Hambourg,,,,,,Allemagne,,,,,architecture,,,,
99449,Emile Werler,,,,,,,,,,,France,,,,,architecture,,,,
99488,Louis Woillez,"{candidats : [('Q131416403', 53.8461538462)]}",1880,Beauvais,,,,,,,,France,,,,,architecture,,,,
99491,Charles Wolff,"{candidats : [('Q2959483', 77.7777777778), ('Q118994093', 77.7777777778), ('Q3508038', 74.2222222222), ('Q11318322', 65.3333333333), ('Q95971', 62.2222222222), ('Q2084746', 60.4444444444), ('Q81070634', 55.5555555556), ('Q5077426', 52.6666666667), ('Q17919', 48.7777777778), ('Q112360897', 46.6666666667), ('Q1606684', 45.2222222222), ('Q102156611', 45.0), ('Q63163987', 43.8888888889), ('Q30069448', 41.1111111111), ('Q77085458', 37.7777777778)]}",,,,,,,,,,France,,,,,architecture,,,,
99584,Laurens,"{candidats : [('Q738892', 89.7142857143), ('Q708568', 88.5714285714), ('Q251550', 71.4285714286), ('Q491556', 71.4285714286), ('Q710139', 71.4285714286), ('Q954646', 71.4285714286), ('Q2278204', 71.4285714286), ('Q3461791', 71.4285714286), ('Q6500961', 71.4285714286), ('Q50038019', 71.4285714286), ('Q110519023', 71.4285714286), ('Q310973', 65.0), ('Q17590', 61.4285714286), ('Q59894', 61.4285714286), ('Q10556418', 61.1428571429), ('Q1025070', 58.5714285714), ('Q240526', 55.7142857143), ('Q508288', 55.7142857143), ('Q1808050', 55.7142857143), ('Q3370437', 55.7142857143), ('Q2662835', 55.4285714286), ('Q1588970', 53.7142857143), ('Q431103', 52.8571428571), ('Q1392598', 52.8571428571), ('Q3181906', 52.8571428571)]}",,,,,,,,,,,,,,,architecture,,,,
99707,Robert de Rouge,"{candidats : [('Q100453903', 77.7777777778), ('Q5032081', 60.4444444444), ('Q75361691', 39.4444444444)]}",,,,,,,,,,France,,,,,peinture,,,,
99766,Albin Müller,"{candidats : [('Q2639617', 67.7894736842)]}",1871,Dittersbach,1943,Darmstadt,,,,,,Allemagne,,,,,architecture,arts décoratifs,,,
100673,Georg Kallmorgen,"{candidats : [('Q20831551', 69.2307692308), ('Q1456008', 59.2307692308)]}",1862,,1924,,,,,,,Allemagne,,,,,architecture,,,,
99853,Bernhard Below,"{candidats : [('Q15700217', 75.4736842105), ('Q2738995', 39.5789473684), ('Q116908537', 16.8421052632)]}",1854,Poznan,1931,Cologne,,,,,,Allemagne,Pologne,,,,architecture,,,,
99886,German Bestelmeyer,"{candidats : [('Q91823', 84.8235294118), ('Q78350', 52.7647058824)]}",1874,Nuremberg,1942,Bad Wiessee,,,,,,Allemagne,,,,,architecture,,,,
99888,August Beyer,"{candidats : [('Q760939', 81.5294117647), ('Q16003127', 46.7058823529), ('Q43294744', 36.7058823529)]}",1834,Künzelsau,1899,Ulm,,,,,,Allemagne,,,,,architecture,,,,
99910,Alfred Friedrich Bluntschli,"{candidats : [('Q118948', 88.2352941176)]}",1842,Zurich,1930,Zurich,,,,,,Suisse,,,,,architecture,,,,
99914,Wilhelm Böckmann,"{candidats : [('Q73673', 92.9411764706), ('Q1733392', 47.4117647059), ('Q7177531', 44.4117647059), ('Q68164', 42.0588235294), ('Q134217227', 38.1764705882), ('Q5349687', 36.3529411765), ('Q5040957', 34.5882352941)]}",1832,Elberfeld,1902,Berlin,,,,,,Allemagne,,,,,architecture,,,,
99977,Otto Brückwald,"{candidats : [('Q100608', 80.0)]}",1841,Leipzig,,,,,,,,Allemagne,,,,,architecture,,,,
100867,Marx,"{candidats : [('Q504548', 89.4285714286), ('Q9061', 85.1428571429), ('Q43930', 71.4285714286), ('Q77183', 71.4285714286), ('Q158357', 71.4285714286), ('Q311256', 71.4285714286), ('Q317237', 71.4285714286), ('Q380054', 71.4285714286), ('Q3101745', 71.4285714286), ('Q21520064', 71.4285714286), ('Q51088600', 71.4285714286), ('Q54597249', 71.4285714286), ('Q106495441', 71.4285714286), ('Q528922', 61.0), ('Q633102', 57.1428571429), ('Q259334', 56.4285714286), ('Q61412', 54.1428571429), ('Q924714', 48.7142857143), ('Q49911', 47.8571428571), ('Q360945', 47.8571428571), ('Q542521', 47.8571428571), ('Q1906210', 47.8571428571), ('Q111343714', 47.8571428571), ('Q64450', 44.2857142857), ('Q104290', 40.7142857143)]}",,,,,,,,,,,,,,,architecture,,,,
100879,Bernhard Sehring,"{candidats : [('Q825930', 80.1538461538), ('Q115765937', 50.0), ('Q4860445', 42.6923076923), ('Q2327239', 9.23076923077)]}",1855,Edderitz,,,,,,,,Allemagne,,,,,architecture,,,,
100909,C. Th. Merz,,,,,,,,,,,,,,,,architecture,,,,
100192,Gustav Erdmann,"{candidats : [('Q94934013', 65.1111111111), ('Q21415782', 62.2222222222), ('Q1555667', 56.6666666667), ('Q1360839', 56.1111111111), ('Q20641884', 55.5555555556), ('Q94760510', 55.5555555556), ('Q1349324', 49.1111111111), ('Q68452', 47.7777777778), ('Q94907238', 45.5555555556), ('Q55089495', 43.3333333333), ('Q130478871', 43.3333333333), ('Q129505469', 37.7777777778), ('Q52773068', 37.2222222222), ('Q1355453', 33.8888888889), ('Q9254492', 29.4444444444), ('Q78592784', 28.8888888889), ('Q55859994', 26.6666666667), ('Q5503947', 17.2222222222)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100204,Heinrich Ernst,"{candidats : [('Q1597153', 88.2352941176), ('Q56390458', 54.7058823529), ('Q64133', 50.7058823529), ('Q2114778', 50.1176470588), ('Q95216075', 45.0588235294), ('Q1597158', 44.7647058824), ('Q1358561', 43.1764705882), ('Q94918330', 43.0588235294), ('Q2076065', 42.9411764706), ('Q25991780', 42.8823529412), ('Q16937691', 42.6470588235), ('Q15892138', 42.5294117647), ('Q96483', 42.3529411765), ('Q5700074', 42.2352941176), ('Q215908', 41.2941176471), ('Q65882', 40.9411764706), ('Q1358586', 40.6470588235), ('Q3129481', 40.3529411765), ('Q1358564', 40.0), ('Q9287065', 39.6470588235), ('Q55673807', 39.4117647059), ('Q588256', 38.1764705882), ('Q1597155', 38.1176470588), ('Q70447', 37.6470588235), ('Q98385', 37.1764705882)]}",1846,Neftenbach,1916,Pegli,,,,,,Suisse,,,,,architecture,,,,
100255,Ferdinand Fellner der Jüngere,"{candidats : [('Q113014', 98.9411764706), ('Q1405267', 76.4705882353), ('Q1405961', 58.3529411765), ('Q45316332', 50.2941176471), ('Q1405264', 42.3529411765)]}",1847,Vienne,1916,Vienne,,,,,,Autriche,,,,,architecture,,,,
100259,Ludw. H. Fettweis,,,,,,,,,,,,,,,,architecture,,,,
100311,Carl Gause,"{candidats : [('Q1038212', 64.4444444444), ('Q111658719', 44.4444444444)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100318,A. Greifzu,"{candidats : [('Q761482', 65.5555555556), ('Q88645', 59.4444444444), ('Q108898486', 48.8888888889), ('Q132929977', 33.8888888889), ('Q133518174', 32.2222222222), ('Q1582703', 27.7777777778)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100320,Georg General,"{candidats : [('Q57153', 60.5555555556), ('Q87084', 58.0), ('Q57172', 56.6666666667), ('Q85963', 56.6666666667), ('Q106964', 53.8888888889), ('Q10873', 52.3333333333), ('Q69589', 50.5555555556), ('Q60552', 50.0), ('Q61239', 50.0), ('Q3657781', 50.0), ('Q12631440', 50.0), ('Q71392', 47.7777777778), ('Q60994', 47.2222222222), ('Q698453', 47.0), ('Q5535701', 46.8888888889), ('Q57721', 46.6666666667), ('Q92225', 46.6666666667), ('Q3180478', 46.6666666667), ('Q5535808', 46.6666666667), ('Q78366', 45.5555555556), ('Q57676', 45.0), ('Q64907', 44.4444444444), ('Q1504915', 43.6666666667), ('Q918652', 43.1111111111), ('Q3101315', 42.7777777778)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100375,Stadtbaurat Goette,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100386,M. G. Gradl,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100395,Georg Graffki,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100408,Hassemer,"{candidats : [('Q1789252', 40.5555555556), ('Q95205019', 40.5555555556), ('Q107819', 38.8888888889), ('Q63830508', 38.8888888889), ('Q133092116', 38.8888888889), ('Q15841609', 37.2222222222), ('Q26714006', 37.2222222222), ('Q79108656', 37.2222222222), ('Q105358', 35.5555555556), ('Q133481968', 35.5555555556), ('Q1445815', 31.6666666667), ('Q133498022', 31.6666666667), ('Q63830504', 28.8888888889), ('Q133421306', 27.7777777778), ('Q133469868', 27.7777777778), ('Q89376969', 26.1111111111), ('Q92187062', 25.5555555556)]}",,,1860,,,,,,,,,,,,architecture,,,,
101101,H. Ritter,"{candidats : [('Q63057038', 74.2222222222), ('Q5727559', 65.3333333333), ('Q106878126', 63.8888888889), ('Q2181271', 61.2222222222), ('Q63004017', 61.2222222222), ('Q15513749', 54.6666666667), ('Q104550115', 53.2222222222), ('Q45399', 51.6666666667), ('Q84789', 50.1111111111), ('Q112519363', 48.6666666667), ('Q2155069', 43.3333333333), ('Q86285', 40.1111111111), ('Q55675407', 39.3333333333), ('Q5340109', 37.2222222222), ('Q95312611', 37.2222222222), ('Q697684', 37.1111111111), ('Q93991', 36.5555555556), ('Q105325092', 35.5555555556), ('Q93797', 35.4444444444), ('Q93467', 34.6666666667), ('Q79184', 32.1111111111), ('Q95007634', 29.4444444444), ('Q55191171', 27.7777777778), ('Q55851612', 27.7777777778), ('Q18462100', 26.1111111111)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
101135,Wilhelm Salzenberg,"{candidats : [('Q2574800', 84.6153846154), ('Q94860339', 23.4615384615)]}",1803,,1887,,,,,,,Allemagne,,,,,architecture,,,,
101152,F. Schaler,,,,,,,,,,,,,,,,architecture,,,,
101165,E. Romer,"{candidats : [('Q15432188', 71.1111111111), ('Q115659', 62.3333333333), ('Q1567118', 61.6666666667), ('Q688766', 58.5555555556), ('Q102351087', 55.7777777778), ('Q4121425', 52.8888888889), ('Q1583750', 51.6666666667), ('Q61827163', 51.6666666667), ('Q2618341', 49.0), ('Q57910582', 47.6666666667), ('Q82246', 35.6666666667), ('Q57775408', 31.1111111111), ('Q75788587', 31.1111111111)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100434,Otto Häcker,"{candidats : [('Q94821688', 55.5555555556), ('Q94824655', 55.5555555556), ('Q119465781', 55.5555555556), ('Q6056591', 35.3333333333)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100435,Emil Hecht,"{candidats : [('Q29346370', 55.5555555556), ('Q29348297', 55.5555555556), ('Q104705338', 55.5555555556), ('Q104705339', 55.5555555556), ('Q104705430', 50.5555555556), ('Q65770508', 39.4444444444), ('Q98606588', 22.2222222222), ('Q98608206', 15.5555555556)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100493,Hertel,"{candidats : [('Q548168', 53.8461538462), ('Q2638123', 48.4615384615), ('Q6133883', 48.4615384615), ('Q18507978', 48.4615384615), ('Q35170989', 48.4615384615), ('Q3439192', 47.5384615385), ('Q102541', 45.4615384615), ('Q1358632', 45.3076923077), ('Q21339245', 45.1538461538), ('Q551119', 42.6923076923), ('Q1235624', 42.6923076923), ('Q1372605', 41.1538461538), ('Q1438114', 41.1538461538), ('Q1673569', 41.1538461538), ('Q26000944', 41.1538461538), ('Q1222123', 39.6153846154), ('Q1555981', 39.6153846154), ('Q63243265', 38.4615384615), ('Q7340199', 37.4615384615), ('Q85580', 37.3076923077), ('Q825230', 37.3076923077), ('Q1279067', 37.3076923077), ('Q106921114', 37.3076923077), ('Q36663398', 36.0769230769), ('Q878400', 35.0)]}",1829,,1890,,,,,,,Allemagne,,,,,architecture,,,,
100594,R. Jakobs,"{candidats : [('Q72988', 69.8888888889), ('Q64531', 61.1111111111), ('Q76417', 61.1111111111), ('Q94424', 60.0), ('Q213612', 58.4444444444), ('Q79972', 54.4444444444), ('Q65047', 53.3333333333), ('Q126188', 51.6666666667), ('Q76747', 51.4444444444), ('Q1970087', 49.7777777778), ('Q3352354', 46.6666666667), ('Q60647', 45.4444444444), ('Q352133', 41.4444444444), ('Q67905482', 38.8888888889), ('Q67204672', 37.2222222222), ('Q120031648', 37.2222222222), ('Q85077', 36.8888888889), ('Q181812', 36.6666666667), ('Q58263874', 34.4444444444), ('Q91629641', 33.8888888889), ('Q55133988', 31.1111111111), ('Q55906193', 26.1111111111), ('Q815772', 21.6666666667)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100635,Hugo Keuerleber,"{candidats : [('Q17322349', 77.7777777778)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
101217,Heino Schmieden,"{candidats : [('Q110040', 64.4444444444), ('Q49358517', 6.11111111111)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
101218,Fritz Schumacher,"{candidats : [('Q77353', 88.2352941176), ('Q76526', 51.5294117647), ('Q1929281', 41.1764705882), ('Q124849887', 41.1764705882), ('Q28946766', 24.1176470588), ('Q96240424', 16.1764705882)]}",1869,Brême,1947,Hambourg,,,,,,Allemagne,,,,,architecture,,,,
101225,Alexander Schütz,"{candidats : [('Q62130459', 88.2352941176), ('Q95073843', 40.1176470588), ('Q2642269', 36.5882352941), ('Q106508521', 34.9411764706), ('Q39050645', 29.4117647059), ('Q42944217', 29.4117647059), ('Q128237507', 29.4117647059), ('Q128238690', 29.4117647059), ('Q128238745', 29.4117647059), ('Q127426074', 23.5294117647), ('Q55854800', 18.8235294118), ('Q102272940', 16.4705882353)]}",1847,Hanovre,1892,Berlin,,,,,,Allemagne,,,,,architecture,,,,
101258,Jörg Schneider,"{candidats : [('Q19287318', 89.3333333333), ('Q162912', 78.6666666667), ('Q62124', 71.1111111111), ('Q30517968', 68.1111111111), ('Q241316', 67.2222222222), ('Q14828703', 66.6666666667), ('Q106253778', 65.3333333333), ('Q116664269', 64.4444444444), ('Q111320187', 63.5555555556), ('Q115196922', 62.5555555556), ('Q85953441', 59.5555555556), ('Q20006906', 58.7777777778), ('Q6415463', 57.4444444444), ('Q21295016', 57.4444444444), ('Q14943164', 57.0), ('Q5235495', 56.3333333333), ('Q17479475', 56.3333333333), ('Q42762461', 55.5555555556), ('Q57011827', 55.5555555556), ('Q57319177', 55.5555555556), ('Q65588763', 55.5555555556), ('Q95764701', 55.5555555556), ('Q98908114', 55.5555555556), ('Q1507639', 54.6666666667), ('Q59762195', 51.1111111111)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
101277,Gabriel von Seidl,"{candidats : [('Q86955', 73.7647058824), ('Q98650399', 8.82352941176), ('Q18287018', 8.23529411765), ('Q41164613', 8.23529411765)]}",1848,Munich,1913,Tölz,,,,,,Allemagne,,,,,architecture,,,,
101282,Hugo Schönherr,"{candidats : [('Q1416979', 77.7777777778), ('Q23756600', 66.0), ('Q86632', 48.2222222222)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
101319,Jean Martinon,"{candidats : [('Q444674', 77.7777777778), ('Q106956377', 66.1111111111), ('Q19833245', 57.2222222222), ('Q37994906', 56.4444444444), ('Q77973723', 55.5555555556), ('Q113806403', 43.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
101324,Ferdinand Marrou,"{candidats : [('Q3068617', 60.0)]}",1837,,1917,,,,,,,France,,,,,architecture,arts décoratifs,,,
101341,D. Snnko,,,,,,,,,,,Allemagne,,,,,architecture,,,,
101349,Solf & Wichards,,,,,,,,,,,,,,,,architecture,,,,
101352,Mondésir,"{candidats : [('Q48760150', 62.7777777778), ('Q3047931', 61.1111111111), ('Q123396104', 61.1111111111), ('Q3175583', 59.4444444444), ('Q1900283', 54.8888888889), ('Q1077434', 52.0), ('Q4301675', 50.0), ('Q54415314', 50.0), ('Q12891062', 49.4444444444), ('Q20562715', 46.1111111111), ('Q21622103', 46.1111111111), ('Q28495406', 45.5555555556), ('Q6898841', 44.4444444444), ('Q60199015', 44.4444444444), ('Q99702418', 42.2222222222), ('Q109134103', 41.6666666667), ('Q6384787', 40.5555555556), ('Q99481207', 38.8888888889), ('Q109641578', 38.8888888889), ('Q1675025', 37.2222222222), ('Q100886284', 37.2222222222), ('Q118153186', 37.2222222222), ('Q126202444', 35.8888888889), ('Q132478475', 34.4444444444), ('Q88836495', 26.6666666667)]}",,,,,,,,,,France,,,,,architecture,,,,
101418,K. Stief,,,,,,,,,,,,,,,,architecture,,,,
101450,Eduard von Szarbinovski,,,,,,,,,,,,,,,,architecture,,,,
101474,Pommier,"{candidats : [('Q107527208', 77.7777777778), ('Q133821992', 71.6666666667), ('Q1685768', 71.1111111111), ('Q78374922', 71.1111111111), ('Q3174071', 63.3333333333), ('Q3426764', 63.3333333333), ('Q61958892', 63.3333333333), ('Q83617231', 61.1111111111), ('Q98254693', 61.1111111111), ('Q103036574', 61.1111111111), ('Q588368', 59.4444444444), ('Q2844697', 59.4444444444), ('Q3265681', 59.4444444444), ('Q3386646', 59.4444444444), ('Q18350859', 59.4444444444), ('Q19840579', 59.4444444444), ('Q38139058', 59.4444444444), ('Q65596772', 59.4444444444), ('Q110714772', 59.4444444444), ('Q2391269', 57.7777777778), ('Q2421172', 57.7777777778), ('Q3369781', 57.7777777778), ('Q3090133', 56.1111111111), ('Q1011621', 55.5555555556), ('Q1029194', 55.5555555556)]}",,,,,,,,,,France,,,,,architecture,,,,
100688,F. Knieling,"{candidats : [('Q85449988', 55.5555555556)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100708,Kranner,"{candidats : [('Q794853', 57.4545454545), ('Q1289059', 50.6363636364), ('Q21402737', 50.1818181818), ('Q61450713', 41.3636363636), ('Q99478584', 39.0), ('Q105526910', 35.4545454545), ('Q131178694', 30.4545454545), ('Q133475195', 27.7272727273), ('Q6436109', 24.5454545455), ('Q1707433', 23.6363636364), ('Q56221082', 20.0), ('Q94760487', 19.0909090909), ('Q132281721', 19.0909090909), ('Q6436111', 17.7272727273), ('Q94873286', 17.2727272727), ('Q6436110', 14.0909090909)]}",,,1871,,,,,,,Allemagne,,,,,architecture,,,,
100801,Max Littman,"{candidats : [('Q67407', 80.0), ('Q105364626', 43.6363636364)]}",1862,,,,,,,,,Allemagne,,,,,architecture,,,,
100820,Moritz Ernst Lesser,"{candidats : [('Q94884674', 71.4285714286)]}",,,,,,,,,,,,,,,architecture,,,,
100835,Richard Lucae,"{candidats : [('Q51988', 73.3333333333)]}",1829,,1877,,,,,,,Allemagne,,,,,arts décoratifs,architecture,,,
